order_id,order_date,customer_name,region,product,category,quantity,unit_price,revenue
1373,2026-04-12,Tech Mahindra,South,AI Insights,AI,4,9672,38688
1374,2025-06-30,TCS,South,Finance Tracker,FinTech,1,6903,6903
1375,2025-11-04,Accenture,North,Analytics Pro,SaaS,3,7568,22704
1376,2025-06-05,Deloitte,East,Finance Tracker,FinTech,1,4545,4545
1377,2025-06-19,Deloitte,North,Data Engine,Platform,4,8918,35672
1378,2026-05-19,Tech Mahindra,South,Analytics Pro,SaaS,2,9427,18854
1379,2025-09-26,Tech Mahindra,West,Security Shield,Cybersecurity,2,7227,14454
1380,2026-03-29,Capgemini,East,Analytics Pro,SaaS,5,9143,45715
1381,2025-06-17,IBM,East,AI Insights,AI,5,4035,20175
1382,2026-02-08,Infosys,North,AI Insights,AI,5,8995,44975
1383,2025-11-29,Wipro,North,AI Insights,AI,2,8283,16566
1384,2026-01-15,Accenture,East,Security Shield,Cybersecurity,3,4643,13929
1385,2025-10-13,Tech Mahindra,North,Security Shield,Cybersecurity,2,8969,17938
1386,2025-11-22,Cognizant,East,HR Automator,HRTech,2,6433,12866
1387,2025-12-14,Deloitte,South,Finance Tracker,FinTech,4,3922,15688
1388,2025-10-31,Cognizant,North,Security Shield,Cybersecurity,4,5610,22440
1389,2026-01-20,Infosys,East,HR Automator,HRTech,1,3407,3407
1390,2025-07-28,Infosys,West,Data Engine,Platform,1,9899,9899
1391,2025-11-15,HCL,West,Cloud Suite,SaaS,1,8675,8675
1392,2026-03-24,Cognizant,North,Cloud Suite,SaaS,3,4109,12327
1393,2025-09-17,HCL,South,Security Shield,Cybersecurity,4,8826,35304
1394,2025-12-12,Tech Mahindra,East,Security Shield,Cybersecurity,5,3082,15410
1395,2025-06-07,Deloitte,West,Security Shield,Cybersecurity,3,9921,29763
1396,2026-04-08,Cognizant,South,Analytics Pro,SaaS,2,7595,15190
1397,2026-01-21,TCS,South,Analytics Pro,SaaS,1,6452,6452
1398,2025-11-09,Deloitte,East,HR Automator,HRTech,4,4654,18616
1399,2025-12-14,TCS,East,Cloud Suite,SaaS,4,9517,38068
1400,2026-03-18,Wipro,South,Finance Tracker,FinTech,5,3596,17980
1401,2025-10-02,HCL,North,Analytics Pro,SaaS,2,5557,11114
1402,2025-08-07,Accenture,West,AI Insights,AI,5,6312,31560
1403,2025-12-10,Deloitte,West,Finance Tracker,FinTech,5,4080,20400
1404,2026-02-04,Deloitte,East,Data Engine,Platform,1,5056,5056
1405,2025-06-20,HCL,West,Analytics Pro,SaaS,2,6223,12446
1406,2026-05-05,Deloitte,West,Finance Tracker,FinTech,3,3753,11259
1407,2025-09-25,IBM,South,Cloud Suite,SaaS,2,5794,11588
1408,2026-05-18,Capgemini,North,Security Shield,Cybersecurity,1,5191,5191
1409,2025-08-30,Cognizant,West,AI Insights,AI,3,8122,24366
1410,2026-05-05,Wipro,West,Data Engine,Platform,5,6594,32970
1411,2026-01-24,IBM,North,AI Insights,AI,4,3174,12696
1412,2025-07-18,IBM,East,HR Automator,HRTech,3,7421,22263
1413,2025-06-15,Capgemini,North,Security Shield,Cybersecurity,1,8599,8599
1414,2026-05-23,Accenture,East,Security Shield,Cybersecurity,4,5779,23116
1415,2026-02-14,Accenture,East,HR Automator,HRTech,5,3864,19320
1416,2025-09-28,Accenture,East,AI Insights,AI,5,5357,26785
1417,2025-06-30,Deloitte,North,HR Automator,HRTech,3,6575,19725
1418,2025-10-04,TCS,North,Cloud Suite,SaaS,3,9841,29523
1419,2026-04-25,Deloitte,East,HR Automator,HRTech,2,6363,12726
1420,2026-03-29,IBM,South,AI Insights,AI,1,3268,3268
1421,2025-09-08,TCS,South,Security Shield,Cybersecurity,5,4602,23010
1422,2025-06-27,Deloitte,West,HR Automator,HRTech,2,7807,15614
1423,2026-02-23,TCS,West,AI Insights,AI,5,8124,40620
1424,2025-07-25,Infosys,West,Finance Tracker,FinTech,4,8331,33324
1425,2026-04-22,Wipro,South,HR Automator,HRTech,4,4834,19336
1426,2025-09-09,IBM,West,Analytics Pro,SaaS,4,6617,26468
1427,2025-09-29,Infosys,West,AI Insights,AI,5,8490,42450
1428,2025-07-09,IBM,North,Cloud Suite,SaaS,5,7697,38485
1429,2025-12-19,Infosys,South,Data Engine,Platform,1,7712,7712
1430,2025-06-20,TCS,West,Security Shield,Cybersecurity,5,8502,42510
1431,2026-01-15,Cognizant,South,Data Engine,Platform,3,4192,12576
1432,2025-09-06,Accenture,East,Data Engine,Platform,4,9350,37400
1433,2026-03-16,HCL,South,Cloud Suite,SaaS,5,8908,44540
1434,2025-09-05,TCS,North,AI Insights,AI,5,4663,23315
1435,2025-09-27,IBM,East,Finance Tracker,FinTech,1,5413,5413
1436,2025-11-26,TCS,East,Security Shield,Cybersecurity,3,9485,28455
1437,2025-09-26,Deloitte,South,Security Shield,Cybersecurity,3,8037,24111
1438,2025-11-21,HCL,East,Analytics Pro,SaaS,2,9964,19928
1439,2026-04-28,Wipro,West,Analytics Pro,SaaS,1,8216,8216
1440,2026-03-27,Infosys,South,HR Automator,HRTech,5,8521,42605
1441,2025-10-26,Capgemini,West,Cloud Suite,SaaS,5,8169,40845
1442,2026-03-08,Cognizant,East,Data Engine,Platform,3,7059,21177
1443,2026-03-05,Wipro,South,Finance Tracker,FinTech,5,5574,27870
1444,2026-05-12,Wipro,North,Finance Tracker,FinTech,3,8412,25236
1445,2025-11-17,Cognizant,West,AI Insights,AI,3,5099,15297
1446,2025-07-05,HCL,East,AI Insights,AI,4,5310,21240
1447,2026-04-17,Infosys,West,AI Insights,AI,2,4045,8090
1448,2026-01-06,IBM,South,Finance Tracker,FinTech,4,9214,36856
1449,2025-06-30,Tech Mahindra,North,Finance Tracker,FinTech,4,5714,22856
1450,2025-11-22,Tech Mahindra,East,Cloud Suite,SaaS,3,4582,13746
1451,2025-12-07,IBM,West,HR Automator,HRTech,2,5193,10386
1452,2025-10-14,Cognizant,North,Security Shield,Cybersecurity,1,9325,9325
1453,2025-10-26,Tech Mahindra,West,Security Shield,Cybersecurity,2,6544,13088
1454,2026-05-12,TCS,South,HR Automator,HRTech,4,4404,17616
1455,2025-09-25,Accenture,North,Analytics Pro,SaaS,5,7240,36200
1456,2026-02-05,Capgemini,East,HR Automator,HRTech,3,8273,24819
1457,2026-04-17,Capgemini,East,HR Automator,HRTech,5,9229,46145
1458,2025-11-27,Cognizant,West,Security Shield,Cybersecurity,2,9337,18674
1459,2025-09-16,Tech Mahindra,North,Finance Tracker,FinTech,5,4152,20760
1460,2025-07-23,Wipro,North,AI Insights,AI,2,3481,6962
1461,2025-06-17,Accenture,South,Cloud Suite,SaaS,3,6971,20913
1462,2025-08-05,IBM,West,Analytics Pro,SaaS,2,7729,15458
1463,2025-09-01,Capgemini,South,AI Insights,AI,5,4908,24540
1464,2025-08-30,Infosys,East,Security Shield,Cybersecurity,3,9788,29364
1465,2025-10-05,Accenture,West,HR Automator,HRTech,3,8492,25476
1466,2025-12-10,Infosys,West,Data Engine,Platform,1,8664,8664
1467,2026-04-12,IBM,East,HR Automator,HRTech,4,9330,37320
1468,2025-08-05,Accenture,North,Security Shield,Cybersecurity,4,8598,34392
1469,2026-04-14,Accenture,East,AI Insights,AI,2,4493,8986
1470,2025-07-13,Accenture,South,Analytics Pro,SaaS,5,4945,24725
1471,2026-02-06,HCL,West,HR Automator,HRTech,4,3534,14136
1472,2025-10-02,TCS,East,Analytics Pro,SaaS,2,8978,17956
1473,2026-02-12,IBM,East,Security Shield,Cybersecurity,2,8766,17532
1474,2026-05-14,Wipro,South,Data Engine,Platform,3,4761,14283
1475,2026-02-25,Cognizant,North,HR Automator,HRTech,5,5921,29605
1476,2026-01-17,IBM,East,Security Shield,Cybersecurity,1,8657,8657
1477,2026-01-06,Capgemini,East,Data Engine,Platform,4,4459,17836
1478,2025-10-23,HCL,South,Cloud Suite,SaaS,1,4637,4637
1479,2025-09-04,Cognizant,West,Finance Tracker,FinTech,3,6477,19431
1480,2026-01-23,Deloitte,South,HR Automator,HRTech,4,9378,37512
1481,2026-02-20,Capgemini,East,Analytics Pro,SaaS,3,7922,23766
1482,2026-03-02,HCL,West,Analytics Pro,SaaS,2,6324,12648
1483,2025-12-28,Infosys,South,HR Automator,HRTech,3,7493,22479
1484,2025-07-05,Cognizant,West,Data Engine,Platform,3,4519,13557
1485,2025-11-30,IBM,East,Cloud Suite,SaaS,1,7738,7738
1486,2026-03-29,Accenture,West,AI Insights,AI,3,3713,11139
1487,2026-03-21,Tech Mahindra,North,Security Shield,Cybersecurity,1,7794,7794
1488,2025-08-08,HCL,East,Cloud Suite,SaaS,1,9215,9215
1489,2025-12-29,Capgemini,West,Security Shield,Cybersecurity,4,5334,21336
1490,2025-08-13,Capgemini,West,HR Automator,HRTech,3,5763,17289
1491,2025-08-11,Cognizant,East,HR Automator,HRTech,5,9770,48850
1492,2026-03-04,Deloitte,West,Finance Tracker,FinTech,1,4134,4134
1493,2026-02-10,Wipro,South,Analytics Pro,SaaS,1,9130,9130
1494,2025-11-19,IBM,West,Security Shield,Cybersecurity,2,9782,19564
1495,2025-08-07,Accenture,South,Cloud Suite,SaaS,2,5405,10810
1496,2026-01-29,IBM,West,Cloud Suite,SaaS,1,6468,6468
1497,2025-10-24,Accenture,South,Finance Tracker,FinTech,4,9882,39528
1498,2025-12-21,Deloitte,East,HR Automator,HRTech,2,9975,19950
1499,2025-12-23,Infosys,West,AI Insights,AI,1,5034,5034
1500,2025-08-29,IBM,West,AI Insights,AI,3,3930,11790
